[17:12:30] [main/INFO]: ModLauncher running: args [--username, ZanderOfficial, --version, forge-47.3.10, --gameDir, C:\Users\imthe\curseforge\minecraft\Instances\SpotsyltuckyPack, --assetsDir, C:\Users\imthe\curseforge\minecraft\Install\assets, --assetIndex, 5, --uuid, 22726749441b44ac97f051a3eda4fe27, --accessToken, ????????, --clientId, Y2I4OTkxNmMtNmFlMy00YTkwLWIyY2MtYjUzNzM2MzZmNzdh, --xuid, 2535444165020777, --userType, msa, --versionType, release, --width, 1024, --height, 768, --quickPlayPath, C:\Users\imthe\curseforge\minecraft\Install\quickPlay\java\1739398348114.json, --launchTarget, forgeclient, --fml.forgeVersion, 47.3.10, --fml.mcVersion, 1.20.1, --fml.forgeGroup, net.minecraftforge, --fml.mcpVersion, 20230612.114412]
[17:12:30] [main/INFO]: ModLauncher 10.0.9+10.0.9+main.dcd20f30 starting: java version 17.0.8 by Microsoft; OS Windows 11 arch amd64 version 10.0
[17:12:31] [main/INFO]: Loading ImmediateWindowProvider fmlearlywindow
[17:12:31] [main/INFO]: Trying GL version 4.6
[17:12:31] [main/INFO]: Requested GL version 4.6 got version 4.6
[17:12:31] [main/INFO]: Mixin Transmogrifier is definitely up to no good...
[17:12:31] [main/INFO]: crimes against java were committed
[17:12:31] [main/INFO]: Original mixin transformation service successfully crobbed by mixin-transmogrifier!
[17:12:32] [main/INFO]: Launching CrashAssistantApp
[17:12:32] [main/INFO]: SpongePowered MIXIN Subsystem Version=0.8.5 Source=union:/C:/Users/imthe/curseforge/minecraft/Instances/SpotsyltuckyPack/mods/Connector-1.0.0-beta.46+1.20.1.jar%23376%23381!/ Service=ModLauncher Env=CLIENT
[17:12:32] [main/INFO]: Found mod file Connector-1.0.0-beta.46+1.20.1-mod.jar of type MOD with provider org.sinytra.connector.locator.ConnectorEarlyLocator@53ac845a
[17:12:32] [pool-2-thread-1/INFO]: GL info: NVIDIA GeForce RTX 4060 Ti/PCIe/SSE2 GL version 4.6.0 NVIDIA 572.16, NVIDIA Corporation
[17:12:51] [main/INFO]: Applied Forge config corruption patch
[17:12:51] [main/WARN]: Reference map 'handcrafted-forge-1.20.1-forge-refmap.json' for handcrafted.mixins.json could not be read. If this is a development environment you can ignore this message
[17:12:52] [main/WARN]: Reference map 'create_questing.refmap.json' for create_questing.mixins.json could not be read. If this is a development environment you can ignore this message
[17:12:52] [main/WARN]: Reference map 'EpheroLib-refmap.json' for epherolib.mixins.json could not be read. If this is a development environment you can ignore this message
[17:12:52] [main/WARN]: Reference map 'tfmg.refmap.json' for design_decor.mixins.json could not be read. If this is a development environment you can ignore this message
[17:12:52] [main/WARN]: Reference map 'steampowered.refmap.json' for steampowered.mixins.json could not be read. If this is a development environment you can ignore this message
[17:12:52] [main/INFO]: Loading 290 mods:
	- alexsdelight 1.5
	- alexsmobs 1.22.9
	- alternate_current 1.7.0
	- amendments 1.20-1.2.14
	- animatica 1.20.1-0.1.3
	- architectury 9.2.14
	- autumnity 5.0.1
	- balm 7.3.11
		\-- kuma_api 20.1.9-SNAPSHOT
	- bcc 4.0.8
	- bclib 3.0.14
	- bellsandwhistles 0.4.3-1.20.x
	- betterdungeons 1.20-Forge-4.0.4
	- betterend 4.0.11
	- betterendisland 1.20-Forge-2.0.6
	- betterfortresses 1.20-Forge-2.0.6
	- betterfpsdist 1.20.1-6.0
	- bettermineshafts 1.20-Forge-4.0.4
	- betteroceanmonuments 1.20-Forge-3.0.4
	- bettertridents 8.0.1
	- bhmenu 2.4.2
	- biomemusic 1.20.1-3.1
	- biomeswevegone 1.5.2
	- blueprint 7.1.0
	- boatload 5.0.1
	- bookshelf 20.2.13
	- botarium 2.3.4
	- buzzier_bees 6.0.0
	- cataclysm 2.39
	- cfwinfo 1.2.0
	- chat_heads 0.13.9
	- chefsdelight 1.0.3-forge-1.20.1
	- chimes 2.0.1
	- citadel 2.6.1
	- clientcrafting 1.20.1-1.8
	- cloth_config 11.1.136
	- clumps 12.0.0.4
	- comforts 6.4.0+1.20.1
	- connectivity 1.20.1-6.5
	- connectorextras 1.11.2+1.20.1
		|-- amecsapi 1.5.3+mc1.20-pre1
		|-- connectorextras_architectury_bridge 1.11.2+1.20.1
		|-- connectorextras_emi_bridge 1.11.2+1.20.1
		|-- connectorextras_energy_bridge 1.11.2+1.20.1
		|-- connectorextras_geckolib_fabric_compat 1.11.2+1.20.1
		|-- connectorextras_jei_bridge 1.11.2+1.20.1
		|-- connectorextras_kubejs_bridge 1.11.2+1.20.1
		|-- connectorextras_modmenu_bridge 1.11.2+1.20.1
			\-- modmenu 7.2.2
		|-- connectorextras_pehkui_bridge 1.11.2+1.20.1
		|-- connectorextras_rei_bridge 1.11.2+1.20.1
		|-- connectorextras_terrablender_bridge 1.11.2+1.20.1
		|-- forgeconfigapiport 8.0.0
		\-- reach_entity_attributes 2.4.0
	- connectormod 1.0.0-beta.46+1.20.1
	- copycats 2.1.4+mc.1.20.1-forge
	- corgilib 4.0.3.3
	- coroutil 1.20.1-1.3.7
	- corpse 1.20.1-1.0.19
	- crash_assistant 1.2.18
	- crashexploitfixer 1.1.0
	- craterlib 2.1.2+hotfix.1
	- create 0.5.1.j
		\-- flywheel 0.6.11-13
	- create_aquatic_ambitions 1.20.1-0.0.1
	- create_bic_bit 0.0.86
	- create_buffers__beams_overhauled 1.0.0
	- create_central_kitchen 1.3.12
		|-- create_dragon_lib 1.4.3
		\-- mixinextras 0.2.0
	- create_compressed 1.0.1
	- create_confectionery 1.1.0
	- create_connected 0.9.3-mc1.20.1
	- create_crush_everything 1.0.2
	- create_dd 0.1b.Release-Early-Dev
	- create_deepfried 0.1.1
	- create_enchantment_industry 1.2.9.d
	- create_factory 0.4b-1.20.1
	- create_jetpack 4.3.2
		\-- flightlib 2.1.0
	- create_kart 1.0.2
	- create_logistics 1.0.0
	- create_mechanical_chicken 1.20.1-1.1.2.j-55
	- create_new_age 1.1.2
	- create_optical 0.2.1
	- create_pattern_schematics 1.1.19+forge-1.20.1
	- create_questing 1.0.0
	- create_sa 2.0.6
	- create_sabers 1.3.0
	- create_tank_defenses 0.80
	- create_things_and_misc 1.0.0
	- create_tweaked_controllers 1.20.1-1.2.4
	- create_winery 1.2.0
	- create_wt 1.0.7
	- createaddition 1.20.1-1.2.5
	- createbigcannons 5.8.2
		\-- ritchiesprojectilelib 2.0.0-dev+mc.1.20.1-forge-build.182
	- createcafe 1.2.4-1.20.1
	- createcasing 1.20.1-1.6.2-fix1
	- createdeco 2.0.2-1.20.1-forge
	- createdieselgenerators 1.20.1-1.2i
	- createfood 1.1.7-forge
	- createframed 1.5.5
	- creategoggles 0.5.6
	- createmetallurgy 0.0.6-1.20.1
	- createrailwaysnavigator 1.20.1-beta-0.7.2
		\-- dragonlib 1.20.1-2.2.24
	- createstuffadditionsfix 0.0.0.1
	- createsweetsandtreets 1.0.0
	- createutilities 0.3.0+1.20.1
	- crystal_clear 2.1-Beta
	- cupboard 1.20.1-2.7
	- curios 5.11.1+1.20.1
	- cutthrough 8.0.2
	- delightful 3.6.2
	- design_decor 0.4.0b
	- despawn_tweaker 1.20.1-1.0.0
	- drippyloadingscreen 3.0.9
	- dsbg 1.0-1.20.1
	- dynamicvillage 0.4
	- easy_villagers 1.20.1-1.1.23
	- easyanvils 8.0.2
	- easymagic 8.0.1
	- enchdesc 17.1.19
	- entity_model_features 2.4.1
	- entity_texture_features 6.2.9
	- epherolib 0.1.2
	- estrogen 4.3.2+1.20.1-forge
		|-- baubly 1.0.1
		|-- critter_lib 0.1-beta.14
		\-- jukeboxfix 1.0.1
	- everycomp 1.20-2.7.12
	- extendedgears 2.1.2-1.20.1-forge
	- fabric_api 0.92.2+1.11.9+1.20.1
		|-- fabric_api_base 0.4.31+ef105b4977
		|-- fabric_api_lookup_api_v1 1.6.36+67f9824077
		|-- fabric_biome_api_v1 13.0.13+dc36698e77
		|-- fabric_block_api_v1 1.0.11+0e6cb7f777
		|-- fabric_block_view_api_v2 1.0.1+0767707077
		|-- fabric_blockrenderlayer_v1 1.1.41+1d0da21e77
		|-- fabric_client_tags_api_v1 1.1.2+5d6761b877
		|-- fabric_command_api_v1 1.2.34+f71b366f77
		|-- fabric_command_api_v2 2.2.13+561530ec77
		|-- fabric_content_registries_v0 4.0.11+a670df1e77
		|-- fabric_convention_tags_v1 1.5.5+fa3d1c0177
		|-- fabric_data_attachment_api_v1 1.0.0+30ef839e77
		|-- fabric_data_generation_api_v1 12.3.4+369cb3a477
		|-- fabric_dimensions_v1 2.1.54+8005d10d77
		|-- fabric_entity_events_v1 1.6.0+6274ab9d77
		|-- fabric_events_interaction_v0 0.6.2+0d0bd5a777
		|-- fabric_game_rule_api_v1 1.0.40+683d4da877
		|-- fabric_item_api_v1 2.1.28+4d0bbcfa77
		|-- fabric_item_group_api_v1 4.0.12+c9161c2d77
		|-- fabric_key_binding_api_v1 1.0.37+561530ec77
		|-- fabric_lifecycle_events_v1 2.2.22+afab492177
		|-- fabric_loot_api_v2 1.2.1+eb28f93e77
		|-- fabric_message_api_v1 5.1.9+52cc178c77
		|-- fabric_mining_level_api_v1 2.1.50+561530ec77
		|-- fabric_model_loading_api_v1 1.0.3+6274ab9d77
		|-- fabric_models_v0 0.4.2+7c3892a477
		|-- fabric_networking_api_v1 1.3.11+503a202477
		|-- fabric_object_builder_api_v1 11.1.3+2174fc8477
		|-- fabric_particles_v1 1.1.2+78e1ecb877
		|-- fabric_recipe_api_v1 1.0.21+514a076577
		|-- fabric_registry_sync_v0 2.3.3+1c0ea72177
		|-- fabric_renderer_api_v1 3.2.1+cf68abbe77
		|-- fabric_renderer_indigo 1.5.2+b5b2da4177
		|-- fabric_rendering_data_attachment_v1 0.3.37+a6081afc77
		|-- fabric_rendering_fluids_v1 3.0.28+4ac5e37a77
		|-- fabric_rendering_v1 3.0.8+66e9a48f77
		|-- fabric_resource_conditions_api_v1 2.3.8+9ad825cd77
		|-- fabric_resource_loader_v0 0.11.10+bcd08ed377
		|-- fabric_screen_api_v1 2.0.8+45a670a577
		|-- fabric_screen_handler_api_v1 1.3.30+561530ec77
		|-- fabric_sound_api_v1 1.0.13+4f23bd8477
		|-- fabric_transfer_api_v1 3.3.5+631c9cd677
		\-- fabric_transitive_access_wideners_v1 4.3.1+1880499877
	- fancymenu 3.3.2
	- farmers_structures 1.0.0
	- farmersdelight 1.20.1-1.2.6
	- farsight_view 1.20.1-3.7
	- ferritecore 6.0.1
	- forge 47.3.10
	- framework 0.7.12
	- ftblibrary 2001.2.7
	- ftbquests 2001.4.9
	- ftbteams 2001.3.0
	- ftbxmodcompat 2.1.2
	- fusion 1.2.3
	- fzzy_config 0.6.2+1.20.1+forge
	- garnished 2.0.3
	- geckolib 4.7
	- gourmet 0.1.1b-1.20.1
	- gpumemleakfix 1.20.1-1.8
	- handcrafted 3.0.6
	- highlighter 1.1.9
	- iceberg 1.1.25
	- idas 1.10.3+1.20.1
	- immediatelyfast 1.3.3+1.20.4
	- immersive_aircraft 1.1.8+1.20.1
	- incubation 4.0.2
	- integrated_api 1.5.1+1.20.1-forge
	- integrated_stronghold 1.1.2+1.20.1-forge
	- integrated_villages 1.1.5+1.20.1-forge
	- interiors 0.5.6
	- item_obliterator 2.3.0
	- jade 11.12.3+forge
	- jei 15.20.0.106
	- jeresources 1.4.0.247
	- justenoughbreeding 1.5.0
	- justenoughprofessions 3.0.1
	- kitchen_grow 0.1-1.20.1
	- konkrete 1.8.0
	- kotlinforforge 4.11.0
	- krypton 0.2.3
	- leavesbegone 8.0.0
	- lionfishapi 2.4-Fix
	- lootintegrations 1.20.1-4.0
	- lootintegrations_yungs 1
	- luna 1.0.0
	- melody 1.0.2
	- minecraft 1.20.1
	- modernfix 5.20.0+mc1.20.1
	- moonlight 1.20-2.13.52
	- moped 1.0.0
	- mousetweaks 2.25.1
	- naturescompass 1.20.1-1.11.2-forge
	- nebs 1.8.0
	- necronomicon 1.6.0
	- neruina 2.1.2
	- netherportalfix 13.0.1
	- nightconfigfixes 8.0.0
	- nochatreports 1.20.1-v2.2.2
	- nocubescreateexp 1.0.4
	- notenoughanimations 1.9.1
	- oculus 1.8.0
	- ohthetreesyoullgrow 1.20.1-1.3.4
	- openpartiesandclaims 0.23.7
	- overflowingbars 8.0.1
	- paxi 1.20-Forge-4.0
	- personality 4.0.0
	- petrolpark 1.3.4
	- petrolsparts 1.1.3
	- pickupnotifier 8.0.0
	- placebo 8.6.2
	- polymorph 0.49.8+1.20.1
		\-- spectrelib 0.13.17+1.20.1
	- potacore 0.2.8-universal
	- puzzleslib 8.1.25
		\-- puzzlesaccessapi 8.0.7
	- quark 4.0-460
	- quarryplus 1201.1.121
	- railways 1.6.7+forge-mc1.20.1
	- recipeessentials 1.20.1-3.9
	- resourcefullib 2.1.29
	- resourcepackoverrides 8.0.3
	- serverbrowser 1.0.0
	- simplerpc 3.3.3
	- skinlayers3d 1.7.4
	- sliceanddice 3.3.0
	- smarterfarmers 1.20-2.1.0
	- smoothchunk 1.20.1-3.9
	- sophisticatedbackpacks 3.22.2.1172
	- sophisticatedcore 1.1.4.837
	- steampowered 1.20.1-3.0.2
	- storagedelight 24.12.15-1.20-forge
	- structureessentials 1.20.1-4.1
	- supplementaries 1.20-3.1.11
		\-- mixinsquared 0.1.1
	- terrablender 3.0.1.7
	- tfmg 0.9.3-1.20.1
	- tipsmod 12.1.8
	- toastcontrol 8.0.3
	- toms_storage 1.7.0
	- totemfactory 1.0
	- trading_floor 1.1.7+forge-1.20.1
	- tradingpost 8.0.2
	- trainperspectivefix 0.0NONE
	- upgrade_aquatic 6.0.1
	- vintageimprovements 1.20.1-0.2.0.3
	- visualworkbench 8.0.0
	- watut 1.20.1-1.1.3
	- waystones 14.1.6
	- wunderlib 1.1.5
	- xaerominimap 24.7.1
	- xaeroworldmap 1.39.2
	- xenon 0.3.31
		|-- embeddium 0.3.31
		\-- rubidium 0.7.1
	- xlpackets 1.18.2-2.1
	- yungsapi 1.20-Forge-4.0.6
	- yungscavebiomes 1.20.1-Forge-2.0.1
	- zeta 1.0-24
[17:12:52] [main/WARN]: Reference map 'createframed.refmap.json' for createframed.mixins.json could not be read. If this is a development environment you can ignore this message
[17:12:52] [main/WARN]: Reference map 'xlpackets.refmap.json' for xlpackets.mixins.json could not be read. If this is a development environment you can ignore this message
[17:12:52] [main/WARN]: Reference map 'create_mechanical_chicken.refmap.json' for create_mechanical_chicken.mixins.json could not be read. If this is a development environment you can ignore this message
[17:12:52] [main/WARN]: Reference map 'tfmg.refmap.json' for tfmg.mixins.json could not be read. If this is a development environment you can ignore this message
[17:12:52] [main/WARN]: Reference map 'coroutil.refmap.json' for coroutil.mixins.json could not be read. If this is a development environment you can ignore this message
[17:12:52] [main/WARN]: Reference map 'Create_The_Kitchen_Must_Grow.refmap.json' for kitchen_grow.mixins.json could not be read. If this is a development environment you can ignore this message
[17:12:52] [main/WARN]: Reference map 'trainperspectivefix.refmap.json' for trainperspectivefix.forge.mixins.json could not be read. If this is a development environment you can ignore this message
[17:12:52] [main/WARN]: Reference map '' for adapter.init.mixins.json could not be read. If this is a development environment you can ignore this message
[17:12:53] [main/WARN]: dzwdz.chat_heads.mixin.ChatComponentMixin false false
[17:12:53] [main/WARN]: dzwdz.chat_heads.mixin.ChatComponentMixin2 false false
[17:12:53] [main/WARN]: dzwdz.chat_heads.mixin.ChatListenerMixin false false
[17:12:53] [main/WARN]: dzwdz.chat_heads.mixin.ClientPacketListenerMixin false false
[17:12:53] [main/WARN]: dzwdz.chat_heads.mixin.CommandSuggestionSuggestionsListMixin false false
[17:12:53] [main/WARN]: dzwdz.chat_heads.mixin.ConnectionMixin false false
[17:12:53] [main/WARN]: dzwdz.chat_heads.mixin.DownloadedPackSourceMixin false false
[17:12:53] [main/WARN]: dzwdz.chat_heads.mixin.FontStringRenderOutputMixin false false
[17:12:53] [main/WARN]: dzwdz.chat_heads.mixin.GuiMessageLineMixin false false
[17:12:53] [main/WARN]: dzwdz.chat_heads.mixin.GuiMessageMixin false false
[17:12:53] [main/WARN]: dzwdz.chat_heads.mixin.HttpTextureMixin false false
[17:12:53] [main/WARN]: dzwdz.chat_heads.mixin.PlayerChatMessageMixin false false
[17:12:53] [main/WARN]: dzwdz.chat_heads.mixin.SkinManagerMixin false false
[17:12:53] [main/WARN]: dzwdz.chat_heads.mixin.compat.EmojifulMixin true false
[17:12:53] [main/WARN]: Error loading class: mekanism/client/render/entity/RenderFlame (java.lang.ClassNotFoundException: mekanism.client.render.entity.RenderFlame)
[17:12:53] [main/WARN]: Error loading class: mekanism/client/render/armor/MekaSuitArmor (java.lang.ClassNotFoundException: mekanism.client.render.armor.MekaSuitArmor)
[17:12:53] [main/WARN]: Error loading class: dev/latvian/mods/kubejs/recipe/RecipesEventJS (java.lang.ClassNotFoundException: dev.latvian.mods.kubejs.recipe.RecipesEventJS)
[17:12:53] [main/WARN]: @Mixin target dev.latvian.mods.kubejs.recipe.RecipesEventJS was not found sliceanddice.mixins.json:RecipeEventJSMixin from mod sliceanddice
[17:12:53] [main/WARN]: Error loading class: xfacthd/framedblocks/common/blockentity/doubled/FramedAdjustableDoubleBlockEntity (java.lang.ClassNotFoundException: xfacthd.framedblocks.common.blockentity.doubled.FramedAdjustableDoubleBlockEntity)
[17:12:53] [main/WARN]: @Mixin target xfacthd.framedblocks.common.blockentity.doubled.FramedAdjustableDoubleBlockEntity was not found createbigcannons.mixins.json:compat.FramedAdjustableDoubleBlockEntityAccessor from mod createbigcannons
[17:12:53] [main/INFO]: Patching IForgeItemStack#getEnchantmentLevel
[17:12:53] [main/INFO]: Patching IForgeItemStack#getEnchantmentLevel
[17:12:53] [main/INFO]: Loaded config for: betterfpsdist.json
[17:12:53] [main/INFO]: Loaded config for: recipeessentials.json
[17:12:53] [main/INFO]: Loaded config for: structureessentials.json
[17:12:54] [main/WARN]: Error loading class: me/jellysquid/mods/lithium/common/ai/pathing/PathNodeDefaults (java.lang.ClassNotFoundException: me.jellysquid.mods.lithium.common.ai.pathing.PathNodeDefaults)
[17:12:54] [main/WARN]: Error loading class: org/figuramc/figura/lua/api/HostAPI (java.lang.ClassNotFoundException: org.figuramc.figura.lua.api.HostAPI)
[17:12:54] [main/WARN]: @Mixin target org.figuramc.figura.lua.api.HostAPI was not found estrogen-common.mixins.json:mixincompat.figura.HostAPIMixin from mod estrogen
[17:12:54] [main/WARN]: Error loading class: org/figuramc/figura/lua/api/entity/ViewerAPI (java.lang.ClassNotFoundException: org.figuramc.figura.lua.api.entity.ViewerAPI)
[17:12:54] [main/WARN]: @Mixin target org.figuramc.figura.lua.api.entity.ViewerAPI was not found estrogen-common.mixins.json:mixincompat.figura.ViewerAPIMixin from mod estrogen
[17:12:54] [main/WARN]: Error loading class: com/firemerald/additionalplacements/common/ConfigCommon (java.lang.ClassNotFoundException: com.firemerald.additionalplacements.common.ConfigCommon)
[17:12:54] [main/WARN]: Error loading class: com/firemerald/additionalplacements/block/AdditionalPlacementBlock (java.lang.ClassNotFoundException: com.firemerald.additionalplacements.block.AdditionalPlacementBlock)
[17:12:54] [main/WARN]: @Mixin target com.firemerald.additionalplacements.block.AdditionalPlacementBlock was not found copycats-common.mixins.json:compat.additionalplacements.PlacementBlockMixin from mod copycats
[17:12:54] [main/WARN]: Error loading class: me/jellysquid/mods/lithium/common/ai/pathing/PathNodeDefaults (java.lang.ClassNotFoundException: me.jellysquid.mods.lithium.common.ai.pathing.PathNodeDefaults)
[17:12:54] [main/WARN]: Error loading class: cjminecraft/doubleslabs/common/config/DSConfig$Common (java.lang.ClassNotFoundException: cjminecraft.doubleslabs.common.config.DSConfig$Common)
[17:12:54] [main/WARN]: Error loading class: noobanidus/mods/lootr/config/ConfigManager (java.lang.ClassNotFoundException: noobanidus.mods.lootr.config.ConfigManager)
[17:12:54] [main/WARN]: Error loading class: dan200/computercraft/shared/integration/MoreRedIntegration (java.lang.ClassNotFoundException: dan200.computercraft.shared.integration.MoreRedIntegration)
[17:12:54] [main/WARN]: @Mixin target dan200.computercraft.shared.integration.MoreRedIntegration was not found create_central_kitchen.mixins.json:common.computercraft.MoreRedIntegrationMixin from mod create_central_kitchen
[17:12:54] [main/WARN]: Error loading class: com/sammy/minersdelight/content/block/copper_pot/CopperPotBlockEntity (java.lang.ClassNotFoundException: com.sammy.minersdelight.content.block.copper_pot.CopperPotBlockEntity)
[17:12:54] [main/WARN]: @Mixin target com.sammy.minersdelight.content.block.copper_pot.CopperPotBlockEntity was not found create_central_kitchen.mixins.json:common.minersdelight.CopperPotBlockEntityMixin from mod create_central_kitchen
[17:12:54] [main/WARN]: Error loading class: com/sammy/minersdelight/content/block/sticky_basket/StickyBasketBlockEntity (java.lang.ClassNotFoundException: com.sammy.minersdelight.content.block.sticky_basket.StickyBasketBlockEntity)
[17:12:54] [main/WARN]: @Mixin target com.sammy.minersdelight.content.block.sticky_basket.StickyBasketBlockEntity was not found create_central_kitchen.mixins.json:common.minersdelight.StickyBasketBlockEntityAccessor from mod create_central_kitchen
[17:12:54] [main/WARN]: Error loading class: com/sammy/minersdelight/content/block/sticky_basket/StickyBasketBlockEntity (java.lang.ClassNotFoundException: com.sammy.minersdelight.content.block.sticky_basket.StickyBasketBlockEntity)
[17:12:54] [main/WARN]: @Mixin target com.sammy.minersdelight.content.block.sticky_basket.StickyBasketBlockEntity was not found create_central_kitchen.mixins.json:common.minersdelight.StickyBasketBlockEntityMixin from mod create_central_kitchen
[17:12:54] [main/WARN]: Error loading class: net/orcinus/overweightfarming/blocks/CropFullBlock (java.lang.ClassNotFoundException: net.orcinus.overweightfarming.blocks.CropFullBlock)
[17:12:54] [main/WARN]: @Mixin target net.orcinus.overweightfarming.blocks.CropFullBlock was not found create_central_kitchen.mixins.json:common.overweightfarming.CropFullBlockMixin from mod create_central_kitchen
[17:12:54] [main/WARN]: Force-disabling mixin 'features.render.world.sky.WorldRendererMixin' as rule 'mixin.features.render.world.sky' (added by mods [oculus]) disables it and children
[17:12:54] [main/WARN]: Force-disabling mixin 'features.render.world.sky.ClientWorldMixin' as rule 'mixin.features.render.world.sky' (added by mods [oculus]) disables it and children
[17:12:54] [main/WARN]: Force-disabling mixin 'features.render.world.sky.BackgroundRendererMixin' as rule 'mixin.features.render.world.sky' (added by mods [oculus]) disables it and children
